threshold,recall,fpr,grid_precision,prevalence_precision,tp,fp,n_pos,n_neg
-9.423,1.0,0.9103899572649573,0.04053483462350457,0.10877238854752257,576,13634,576,14976
-9.419,1.0,0.9097222222222222,0.04056338028169014,0.108843537414966,576,13624,576,14976
-9.414,1.0,0.9095886752136753,0.04056909423862516,0.10885777835928301,576,13622,576,14976
-9.4095,1.0,0.9095219017094017,0.040571951820807216,0.10886490022898267,576,13621,576,14976
-9.4065,1.0,0.9092548076923077,0.040583386176284084,0.10889339702899026,576,13617,576,14976
-9.398499999999999,1.0,0.9083867521367521,0.04062059238363893,0.10898611474980352,576,13604,576,14976
-9.39,1.0,0.9083199786324786,0.040623457225474294,0.10899325342241437,576,13603,576,14976
-9.381499999999999,1.0,0.9069177350427351,0.040683712388755476,0.1091433818706546,576,13582,576,14976
-9.3735,1.0,0.9068509615384616,0.040686586141131596,0.10915054116103641,576,13581,576,14976
-9.3635,1.0,0.9052483974358975,0.04075567819995755,0.10932264634386703,576,13557,576,14976
-9.347000000000001,1.0,0.9035790598290598,0.04082789906436065,0.10950250065806791,576,13532,576,14976
-9.3305,1.0,0.9020432692307693,0.04089456869009585,0.10966849008106505,576,13509,576,14976
-9.314,1.0,0.9011084401709402,0.04093525691137801,0.10976977373177652,576,13495,576,14976
-9.2975,1.0,0.9003071581196581,0.040970197026815564,0.10985673730771771,576,13483,576,14976
-9.280999999999999,1.0,0.8997729700854701,0.04099352359262686,0.109914789616223,576,13475,576,14976
-9.2645,1.0,0.8993723290598291,0.04101103595585617,0.10995836912707328,576,13469,576,14976
-9.248000000000001,1.0,0.898971688034188,0.041028563287983474,0.1100019832088319,576,13463,576,14976
-9.2315,1.0,0.8985710470085471,0.04104610560820922,0.11004563190265194,576,13457,576,14976
-9.215,1.0,0.8983039529914529,0.04105780882457766,0.11007475028114044,576,13453,576,14976
-9.1985,1.0,0.8980368589743589,0.04106951871657754,0.11010388407331438,576,13449,576,14976
-9.181999999999999,1.0,0.897903311965812,0.041075376167724456,0.11011845675335849,576,13447,576,14976
-9.1655,1.0,0.8975694444444444,0.041090027108003996,0.11015490533562823,576,13442,576,14976
-9.1485,1.0,0.8975026709401709,0.04109295855033174,0.11016219794769945,576,13441,576,14976
-9.072,1.0,0.8974358974358975,0.0410958904109589,0.11016949152542374,576,13440,576,14976
-9.0015,1.0,0.8973691239316239,0.04109882268997503,0.11017678606899292,576,13439,576,14976
-8.996500000000001,1.0,0.8971688034188035,0.041107622038252925,0.11019867549668874,576,13436,576,14976
-8.9915,1.0,0.8969017094017094,0.041119360365505425,0.1102278749337573,576,13432,576,14976
-8.9865,1.0,0.8955662393162394,0.04117815270231627,0.11037410453701246,576,13412,576,14976
-8.9815,1.0,0.8946981837606838,0.04121645796064401,0.11046936201287925,576,13399,576,14976
-8.9765,1.0,0.8938301282051282,0.041254834550923936,0.11056478405315615,576,13386,576,14976
